"id","text","created_at","occurrence","statement_text"
"5080","who the fuck are you","","1","Is there a character that could even possibly EVEN TOUCH Madara Uchiha? Let alone defeat him. And I'm not talking about Edo Tensei Uchiha Madara. I'm not talking about Gedou Rinne Tensei Uchiha Madara either. Hell, I'm not even talking about Juubi Jinchuuriki Gedou Rinne Tensei Uchiha Madara with the Eternal Mangekyou Sharingan and Rinnegan doujutsus (with the rikodou abilities and being capable of both Amateratsu and Tsukuyomi genjutsu), equipped with his Gunbai, a perfect Susano'o, control of the juubi and Gedou Mazou, with Hashirama Senju's DNA implanted in him so he has mokuton kekkei genkai and can perform yin yang release ninjutsu while being an expert in kenjutsu and taijutsu. I’m also not talking about Kono Yo no Kyūseishu Futarime no Rikudō Juubi Jinchuuriki Gedou Rinne Tensei Uchiha Madara with the Eternal Mangekyou Sharingan (which is capable of Enton Amaterasu, Izanagi, Izanami and the Tsyukuyomi Genjutsu), his two original Rinnegan (which grant him Chikushōdō, Shuradō, Tendō, Ningendō, Jigokudō, Gakidō, Gedō, Banshō Ten’in, Chibaku Tensei, Shinra Tensei, Tengai Shinsei and Banbutsu Sōzō) and a third Tomoe Rinnegan on his forehead, capable of using Katon, Fūton, Raiton, Doton, Suiton, Mokuton, Ranton, Inton, Yōton and even Onmyōton Jutsu, equipped with his Gunbai(capable of using Uchihagaeshi) and a Shakujō because he is a master in kenjutsu and taijutsu, a perfect Susano’o (that can use Yasaka no Magatama ), control of both the Juubi and the Gedou Mazou, with Hashirama Senju’s DNA and face implanted on his chest, his four Rinbo Hengoku Clones guarding him and nine Gudōdama floating behind him AFTER he absorbed Senjutsu from the First Hokage, entered Rikudō Senjutsu Mode, cast Mugen Tsukuyomi on everybody and used Shin: Jukai Kōtan so he can use their Chakra while they are under Genjutsu. I'm definitely NOT Talking about sagemode sage of the six paths Juubi Jinchuuriki Gedou Rinne Tensei Super Saiyan 4 Uchiha Madara with the Eternal Mangekyou Sharingan, Rinnegan, Mystic Eyes of Death Perception, and Geass doujutsus, equipped with Shining Trapezohedron while casting Super Tengen Toppa Gurren Lagann as his Susanoo, controlling the Gold Experience Requiem stand, having become the original vampire after Alucard, able to tap into the speedforce, wearing the Kamen Rider Black RX suit and Gedou Mazou, with Hashirama Senju's DNA implanted in him so he has mokuton kekkei genkai and can perform yin yang release ninjutsu while being an expert in kenjutsu and taijutsu and having eaten Popeye's spinach. I'm talking about sagemode sage of the six paths Juubi Jinchuuriki Gedou Rinne Tensei Legendary Super Saiyan 4 Uchiha Madara with the Eternal Mangekyou Sharingan, Rinnegan, Mystic Eyes of Death Perception, and Geass doujutsus, equipped with his Shining Trapezohedron while casting Super Tengen Toppa Gurren Lagann as his Susanoo, controlling the Gold Experience Requiem stand, having become the original vampire after having absorbed Alucard as well as a God Hand, able to tap into the speedforce, wearing the Kamen Rider Black RX suit, with Kryptonian DNA implanted in him and having eaten Popeye's spinach while possessing quantum powers like Dr. Manhattan and having mastered Hokuto Shinken."
"5081","Screw u chinchin","","1","Is there a character that could even possibly EVEN TOUCH Madara Uchiha? Let alone defeat him. And I'm not talking about Edo Tensei Uchiha Madara. I'm not talking about Gedou Rinne Tensei Uchiha Madara either. Hell, I'm not even talking about Juubi Jinchuuriki Gedou Rinne Tensei Uchiha Madara with the Eternal Mangekyou Sharingan and Rinnegan doujutsus (with the rikodou abilities and being capable of both Amateratsu and Tsukuyomi genjutsu), equipped with his Gunbai, a perfect Susano'o, control of the juubi and Gedou Mazou, with Hashirama Senju's DNA implanted in him so he has mokuton kekkei genkai and can perform yin yang release ninjutsu while being an expert in kenjutsu and taijutsu. I’m also not talking about Kono Yo no Kyūseishu Futarime no Rikudō Juubi Jinchuuriki Gedou Rinne Tensei Uchiha Madara with the Eternal Mangekyou Sharingan (which is capable of Enton Amaterasu, Izanagi, Izanami and the Tsyukuyomi Genjutsu), his two original Rinnegan (which grant him Chikushōdō, Shuradō, Tendō, Ningendō, Jigokudō, Gakidō, Gedō, Banshō Ten’in, Chibaku Tensei, Shinra Tensei, Tengai Shinsei and Banbutsu Sōzō) and a third Tomoe Rinnegan on his forehead, capable of using Katon, Fūton, Raiton, Doton, Suiton, Mokuton, Ranton, Inton, Yōton and even Onmyōton Jutsu, equipped with his Gunbai(capable of using Uchihagaeshi) and a Shakujō because he is a master in kenjutsu and taijutsu, a perfect Susano’o (that can use Yasaka no Magatama ), control of both the Juubi and the Gedou Mazou, with Hashirama Senju’s DNA and face implanted on his chest, his four Rinbo Hengoku Clones guarding him and nine Gudōdama floating behind him AFTER he absorbed Senjutsu from the First Hokage, entered Rikudō Senjutsu Mode, cast Mugen Tsukuyomi on everybody and used Shin: Jukai Kōtan so he can use their Chakra while they are under Genjutsu. I'm definitely NOT Talking about sagemode sage of the six paths Juubi Jinchuuriki Gedou Rinne Tensei Super Saiyan 4 Uchiha Madara with the Eternal Mangekyou Sharingan, Rinnegan, Mystic Eyes of Death Perception, and Geass doujutsus, equipped with Shining Trapezohedron while casting Super Tengen Toppa Gurren Lagann as his Susanoo, controlling the Gold Experience Requiem stand, having become the original vampire after Alucard, able to tap into the speedforce, wearing the Kamen Rider Black RX suit and Gedou Mazou, with Hashirama Senju's DNA implanted in him so he has mokuton kekkei genkai and can perform yin yang release ninjutsu while being an expert in kenjutsu and taijutsu and having eaten Popeye's spinach. I'm talking about sagemode sage of the six paths Juubi Jinchuuriki Gedou Rinne Tensei Legendary Super Saiyan 4 Uchiha Madara with the Eternal Mangekyou Sharingan, Rinnegan, Mystic Eyes of Death Perception, and Geass doujutsus, equipped with his Shining Trapezohedron while casting Super Tengen Toppa Gurren Lagann as his Susanoo, controlling the Gold Experience Requiem stand, having become the original vampire after having absorbed Alucard as well as a God Hand, able to tap into the speedforce, wearing the Kamen Rider Black RX suit, with Kryptonian DNA implanted in him and having eaten Popeye's spinach while possessing quantum powers like Dr. Manhattan and having mastered Hokuto Shinken."
"5082","Madara uchiha","","1","Is there a character that could even possibly EVEN TOUCH Madara Uchiha? Let alone defeat him. And I'm not talking about Edo Tensei Uchiha Madara. I'm not talking about Gedou Rinne Tensei Uchiha Madara either. Hell, I'm not even talking about Juubi Jinchuuriki Gedou Rinne Tensei Uchiha Madara with the Eternal Mangekyou Sharingan and Rinnegan doujutsus (with the rikodou abilities and being capable of both Amateratsu and Tsukuyomi genjutsu), equipped with his Gunbai, a perfect Susano'o, control of the juubi and Gedou Mazou, with Hashirama Senju's DNA implanted in him so he has mokuton kekkei genkai and can perform yin yang release ninjutsu while being an expert in kenjutsu and taijutsu. I’m also not talking about Kono Yo no Kyūseishu Futarime no Rikudō Juubi Jinchuuriki Gedou Rinne Tensei Uchiha Madara with the Eternal Mangekyou Sharingan (which is capable of Enton Amaterasu, Izanagi, Izanami and the Tsyukuyomi Genjutsu), his two original Rinnegan (which grant him Chikushōdō, Shuradō, Tendō, Ningendō, Jigokudō, Gakidō, Gedō, Banshō Ten’in, Chibaku Tensei, Shinra Tensei, Tengai Shinsei and Banbutsu Sōzō) and a third Tomoe Rinnegan on his forehead, capable of using Katon, Fūton, Raiton, Doton, Suiton, Mokuton, Ranton, Inton, Yōton and even Onmyōton Jutsu, equipped with his Gunbai(capable of using Uchihagaeshi) and a Shakujō because he is a master in kenjutsu and taijutsu, a perfect Susano’o (that can use Yasaka no Magatama ), control of both the Juubi and the Gedou Mazou, with Hashirama Senju’s DNA and face implanted on his chest, his four Rinbo Hengoku Clones guarding him and nine Gudōdama floating behind him AFTER he absorbed Senjutsu from the First Hokage, entered Rikudō Senjutsu Mode, cast Mugen Tsukuyomi on everybody and used Shin: Jukai Kōtan so he can use their Chakra while they are under Genjutsu. I'm definitely NOT Talking about sagemode sage of the six paths Juubi Jinchuuriki Gedou Rinne Tensei Super Saiyan 4 Uchiha Madara with the Eternal Mangekyou Sharingan, Rinnegan, Mystic Eyes of Death Perception, and Geass doujutsus, equipped with Shining Trapezohedron while casting Super Tengen Toppa Gurren Lagann as his Susanoo, controlling the Gold Experience Requiem stand, having become the original vampire after Alucard, able to tap into the speedforce, wearing the Kamen Rider Black RX suit and Gedou Mazou, with Hashirama Senju's DNA implanted in him so he has mokuton kekkei genkai and can perform yin yang release ninjutsu while being an expert in kenjutsu and taijutsu and having eaten Popeye's spinach. I'm talking about sagemode sage of the six paths Juubi Jinchuuriki Gedou Rinne Tensei Legendary Super Saiyan 4 Uchiha Madara with the Eternal Mangekyou Sharingan, Rinnegan, Mystic Eyes of Death Perception, and Geass doujutsus, equipped with his Shining Trapezohedron while casting Super Tengen Toppa Gurren Lagann as his Susanoo, controlling the Gold Experience Requiem stand, having become the original vampire after having absorbed Alucard as well as a God Hand, able to tap into the speedforce, wearing the Kamen Rider Black RX suit, with Kryptonian DNA implanted in him and having eaten Popeye's spinach while possessing quantum powers like Dr. Manhattan and having mastered Hokuto Shinken."
"5083","Hello","","2","You weeb"
"5084","Hello","","1","You weaboo"
"5085","You weeb","","1","Nani the fuck did you just fucking iimasu about watashi, you chiisai bitch desuka? Watashi’ll have anata know that watashi graduated top of my class in Nihongo 3, and watashi’ve been involved in iroirona Nihongo tutoring sessions, and watashi have over sanbyaku perfect test scores. Watashi am trained in kanji, and watashi is the top letter writer in all of southern California. Anata are nothing to watashi but just another weaboo. Watashi will korosu anata the fuck out with vocabulary the likes of which has never been mimasu’d before on this continent, mark watashino fucking words. Anata thinks anata can get away with hanashimasing that kuso to watashi over the intaaneto? Omou again, fucker. As we hanashimasu, watashi am contacting watashino secret netto of otakus across the USA, and anatano IP is being traced right now so you better junbishimasu for the ame, ujimushi. The ame that korosu’s the pathetic chiisai thing anata calls anatano life. You’re fucking shinimashita’d, akachan."
"5086","Hello","","4","Teach ace to care for Gabriel"
"5087","Hello","","1","How to bathe James?"
"5088","Hello","","1","What is love?"
"5089","Hello","","1","What’s the meaning of love?"
"5090","Hello","","2","What is life?"
"5091","Hello","","1","How to care for James"
"5092","Hello","","2","How to bathe james"
"5093","Hello","","5","How to care for neko"
"5094","Hello","","2","Pepe"
"5095","Hello","","6","Teach ace how to care for Gabriel"
"5096","Hello","","3","Weeb music please"
"5097","Hello","","7","Trevor James"
"5098","Hello","","1","how to care for a cat"
"5099","Hello","","1","how to care for james"
"5100","Hello","","1","how to bathe james"
"5101","Hello","","1","what's the tallest building"
"5102","Hello","","2","burj khalifa"
"5103","Hello","","1","valentine's day"
"5104","Hello","","1","What's the tallest building in the world"
"5105","Hello","","1","Tallest building in the world"
"5106","Hello","","1","you weab"
"5107","Hello","","2","Give me cancer"
"5108","Hello","","1","Tell ace to care for Gabriel la"
"5109","Hello","","1","What’s the weather like today"
"5110","Hello","","4","Ntu"
"5111","Hello","","2","Smu"
"5112","Hello","","1","Hardest problem in kattis"
"5113","Hello","","1","SMu"
"5114","Hello","","1","NUS"
"5115","Hello","","1","Hardest problem on Kattis"
"5116","Hello","","1","What’s the longest Japanese word ?"
"5117","Hello","","1","Ok chottomategozaimashitasumimasen"
"5118","O chin chin ga daisuki nandayo","","2","Ok chottomategozaimashitasumimasen"
"5119","best anime ","","2","Ok chottomategozaimashitasumimasen"
"5120","best anime character","","1","Ok chottomategozaimashitasumimasen"
"5121","What’s the best anime","","1","Ok chottomategozaimashitasumimasen"
"5122","What’s the longest Japanese word ?","","1","Ok chottomategozaimashitasumimasen"
"5123","Hello","","1","Anime"
"5124","I'm chin chin","","1","What’s the longest Japanese word"
"5125","I'm chin chin","","1","What day is it"
"5126","I'm chin chin","","1","What happened to Wilson’s dick ?"
"5127","I'm chin chin","","1","http://www.dailymedicalcases.net/fourniers-gangrene-scrotum-due-masturbation-video/"
"5128","What type of girls you like","","1","http://www.dailymedicalcases.net/fourniers-gangrene-scrotum-due-masturbation-video/"
"5129","What happened to Wilson’s dick ?","","1","http://www.dailymedicalcases.net/fourniers-gangrene-scrotum-due-masturbation-video/"
"5130","I'm chin chin","","7","What happened to Wilson’s dick"
"5131","I'm chin chin","","1","Hardest problem in the world"
"5132","I'm chin chin","","2","World’s toughest problem"
"5133","I'm chin chin","","1","Does Marcus really have a dick?"
"5134","Hardest problem","","3","Does Marcus really have a dick?"
"5135","O chin chin ga daisuki nandayo","","2","Does Marcus really have a dick?"
"5136","World’s toughest problem","","1","Does Marcus really have a dick?"
"5137","I'm chin chin","","18","Weeb music"
"5138","I'm chin chin","","1","That’s a lie"
"5139","Hai domi","","1","fuck u"
"5140","Fuck you harder!","","1","kha sim"
"5141","Fuck you harder!","","1","korea"
"5142","Fuck you harder!","","61","Hello"
"5143","Hello","","1","chin chin"
"5144","Hello","","2","Isis"
"5145","Hello","","1","Should I kms?"
"5146","Hello","","1","Yes"
"5147","O chin chin suki suki","","3","Yes"
"5148","should i go discord","","2","Yes"
"5149","Gay shit","","1","Yes"
"5150","Should I kms?","","1","Yes"
"5151","Hello","","1","Should I purchase bitcoin?"
"5152","Hello","","1","No. Buy my Chin Chin instead"
"5153","Ore wa?","","2","No. Buy my Chin Chin instead"
"5154","Who should I pray too","","1","No. Buy my Chin Chin instead"
"5155","Should I purchase bitcoin?","","1","No. Buy my Chin Chin instead"
"5156","Hello","","1","cs2040c midterm"
"5157","Hello","","1","celc exam"
"5158","O chin chin ga daisuki nandayo","","2","celc exam"
"5159","Ore wa?","","3","celc exam"
"5160","Idolm@ster","","2","celc exam"
"5161","Sister","","2","celc exam"
"5162","Gabriel","","1","celc exam"
"5163","cs2040c midterm","","1","celc exam"
"5164","Hello","","1","Go fuck yourself chinchin"
"5165","Hello","","1","Stupid piece of shit"
"5166","Who are you?","","2","Stupid piece of shit"
"5167","Hello chinchin","","1","Stupid piece of shit"
"5168","who the fuck are you","","1","Stupid piece of shit"
"5169","Go fuck yourself chinchin","","1","Stupid piece of shit"
"5170","Hello","","1","Yes I’m a stupid little cunt"
"5171","Hello","","1","Ok.."
"5172","O chin chin ga daisuki nandayo","","6","Ok.."
"5173","is Justin gay? ","","6","Ok.."
"5174","O chin chin suki suki","","5","Ok.."
"5175","Is justin gay?","","5","Ok.."
"5176","Ore wa?","","4","Ok.."
"5177","Tze Guang is a weeb","","4","Ok.."
"5178","Marcus is gay?","","3","Ok.."
"5179","Marcus loves Julian ","","2","Ok.."
"5180","Does Marcus love Julian?","","1","Ok.."
"5181","Yes I’m a stupid little cunt","","1","Ok.."
"5182","Hello","","1","Chinchin can you stop being a toxic fucker"
"5183","Hello","","1","No, too bad"
"5184","O chin chin ga daisuki nandayo","","4","No, too bad"
"5185","Waifu","","2","No, too bad"
"5186","O chin chin suki suki","","2","No, too bad"
"5187","Do you suck deeks","","2","No, too bad"
"5188","Can you speak English?","","2","No, too bad"
"5189","Chinchin can you stop being a toxic fucker","","1","No, too bad"
"5190","Hello","","3","Evolution of a weeb"
"5191","Hello","","2","https://youtu.be/4VCkq0e2920"
"5192","Tell Wilson he’s a weeb","","2","https://youtu.be/4VCkq0e2920"
"5193","Evolution of a weeb","","2","https://youtu.be/4VCkq0e2920"
"5194","Hello","","1","Life cycle of an anime fan"
"5195","O chin chin ga daisuki nandayo","","2","https://youtu.be/4VCkq0e2920"
"5196","Ore wa?","","45","https://youtu.be/4VCkq0e2920"
"5197","O chin chin suki suki","","44","https://youtu.be/4VCkq0e2920"
"5198","According to who?","","38","https://youtu.be/4VCkq0e2920"
"5199","Why state the obvious","","31","https://youtu.be/4VCkq0e2920"
"5200","Himitsu~","","30","https://youtu.be/4VCkq0e2920"
"5201","Wilson's chinchin daisuki","","29","https://youtu.be/4VCkq0e2920"
"5202","name","","30","https://youtu.be/4VCkq0e2920"
"5203","Who are you?","","27","https://youtu.be/4VCkq0e2920"
"5204","Whos a weeb faggot","","27","https://youtu.be/4VCkq0e2920"
"5205","Doggo","","27","https://youtu.be/4VCkq0e2920"
"5206","What is your gender","","27","https://youtu.be/4VCkq0e2920"
"5207","Who is Japanese?","","21","https://youtu.be/4VCkq0e2920"
"5208","Gay shit","","18","https://youtu.be/4VCkq0e2920"
"5209","showtrash","","11","https://youtu.be/4VCkq0e2920"
"5210","Tze Guang","","9","https://youtu.be/4VCkq0e2920"
"5211","Gabriel","","5","https://youtu.be/4VCkq0e2920"
"5212","Draw wilsons anime waifu","","1","https://youtu.be/4VCkq0e2920"
"5213","Life cycle of an anime fan","","1","https://youtu.be/4VCkq0e2920"
"5214","Hello","","1","Gimme cancer"
"5215","Hello","","4","Bgm"
"5216","Hello","","2","How are you today?"
"5217","Hello","","2","Food ranger l"
"5218","Hello","","1","Gimme a weeb music m"
"5219","Hello","","1","hi"
"5220","Hello","","1","send me pictures"
"5221","Hello","","1","cat"
"5222","Hello","","1","song"
"5223","Hello","","1","nani"
"5224","Hello","","2","fuck you"
"5225","Hello","","1","tell wilson to fap"
"5226","Hello","","1","wilson"
"5227","Hello","","2","arjo"
"5228","Hello","","4","apple"
"5229","Hello","","1","microsoft"
"5230","Hello","","1","india"
"5231","Hello","","1","malaysia"
"5232","Hello","","1","teach james how to bathe"
"5233","Thankyumasen ð","","1","Thanks goshyoujin-sama :3"
"5234","Bad day for your dick","","2","Thanks goshyoujin-sama :3"
"5235","Good boy","","1","Thanks goshyoujin-sama :3"
"5236","Good choice","","1","Thanks goshyoujin-sama :3"
"5237","Thankyumasen ð","","4","Tell Koo to fap"
"5238","Thankyumasen ð","","1","How you do"
"5239","Thankyumasen ð","","2","Street beggars"
"5240","Thankyumasen ð","","3","Insurance agents"
"5241","Waifu","","4","Insurance agents"
"5242","Star Wars","","3","Insurance agents"
"5243","Street beggars","","3","Insurance agents"
"5244","Nope ace is a girl","","2","Insurance agents"
"5245","Nope ace is a girl","","1","Steer beggars"
"5246","O chin chin ga daisuki nandayo","","1","Steer beggars"
"5247","name","","8","Steer beggars"
"5248","Who are you?","","7","Steer beggars"
"5249","Is ace a guy?","","1","Steer beggars"
"5250","Insurance agents","","1","Steer beggars"
"5251","Nope ace is a girl","","1","Street"
"5252","Nope ace is a girl","","3","Hardest problem on kattis"
"5253","Nope ace is a girl","","5","Tell Gabriel to fap"
"5254","Nope ace is a girl","","1","Does wilson have a dick?"
"5255","Nope ace is a girl","","1","Does matthew have a dick?"
"5256","Nope ace is a girl","","5","What happened to Wilson’s dick"
"5257","Nope ace is a girl","","10","What time is it?"
"5258","Nope ace is a girl","","7","Cancer"
"5259","Nope ace is a girl","","1","pool test"
"5260","Nope ace is a girl","","2","You’re a twat"
"5261","O chin chin ga daisuki nandayo","","1","Indeed"
"5262","You’re a twat","","1","Indeed"
"5263","O chin chin ga daisuki nandayo","","1","You’re a twat"
"5264","O chin chin ga daisuki nandayo","","1","Niagara falls"
"5265","O chin chin ga daisuki nandayo","","2","wilsons long dong"
"5266","O chin chin ga daisuki nandayo","","2","he doesnt have one"
"5267","best anime ","","2","he doesnt have one"
"5268","best anime character","","1","he doesnt have one"
"5269","What’s the best anime","","1","he doesnt have one"
"5270","How many times has Wilson touched himself","","1","he doesnt have one"
"5271","Do you want to touch chinchin","","1","he doesnt have one"
"5272","Are you a boy or a girl","","1","he doesnt have one"
"5273","Do you noe de wae","","1","he doesnt have one"
"5274","Wilson has no dick","","1","he doesnt have one"
"5275","wilsons long dong","","1","he doesnt have one"
"5276","O chin chin ga daisuki nandayo","","1","Incorrect"
"5277","O chin chin ga daisuki nandayo","","1","You are right, everyday is a good day for a fap"
"5278","Gabriel","","1","You are right, everyday is a good day for a fap"
"5279","O chin chin suki suki","","2","You are right, everyday is a good day for a fap"
"5280","empire state","","1","You are right, everyday is a good day for a fap"
"5281","Minecraft","","1","You are right, everyday is a good day for a fap"
"5282","Incorrect","","1","You are right, everyday is a good day for a fap"
"5283","O chin chin ga daisuki nandayo","","2","Cancer please"
"5284","O chin chin ga daisuki nandayo","","5","Teach ace how to care for Gabriel"
"5285","O chin chin ga daisuki nandayo","","1","Tell Koo to fap to this"
"5286","Trevor James","","6","Cancer"
"5287","Cancer","","5","Cancer"
"5288","Cancer","","10","Food ranger"
"5289","Trevor James","","4","Trevor James"
"5290","Trevor James","","2","Song"
"5291","Cancer","","9","Weeb music"
"5292","Cancer","","1","Cancer please"
"5293","Cancer","","9","What time is it?"
"5294","What time is it?","","8","Food ranger"
"5295","What time is it?","","2","Trevor James"
"5296","What time is it?","","1","Real life nekopara"
"5297","Justin’s fap material","","1","https://www.facebook.com/hanariv3v/posts/1558256370895736"
"5298","O chin chin ga daisuki nandayo","","2","https://www.facebook.com/hanariv3v/posts/1558256370895736"
"5299","Imouto san","","1","https://www.facebook.com/hanariv3v/posts/1558256370895736"
"5300","wow","","1","https://www.facebook.com/hanariv3v/posts/1558256370895736"
"5301","No","","1","https://www.facebook.com/hanariv3v/posts/1558256370895736"
"5302","Nekopara","","1","https://www.facebook.com/hanariv3v/posts/1558256370895736"
"5303","Real life nekopara","","1","https://www.facebook.com/hanariv3v/posts/1558256370895736"
"5304","Justin’s fap material","","1","What happened to wilson's dick?"
"5305","Justin’s fap material","","2","Neko"
"5306","Justin’s fap material","","2","Cancer"
"5307","Justin’s fap material","","1","You suck"
"5308","Justin’s fap material","","1","No u"
"5309","Hai Domo virtual AI chinchin desu","","53","Hello"
"5310","Hello","","1","How to care for catgirl"
"5311","Hello","","1","How to take care of a catgirl"
"5312","Hello","","4","Microsoft"
"5313","Hello","","1","Apple"
"5314","Hello","","1","PC1432"
"5315","Hello","","2","Study or don't study, also doesn't make a difference"
"5316","Who are you?","","8","Study or don't study, also doesn't make a difference"
"5317","O chin chin ga daisuki nandayo","","7","Study or don't study, also doesn't make a difference"
"5318","Dick","","5","Study or don't study, also doesn't make a difference"
"5319","Gay shit","","3","Study or don't study, also doesn't make a difference"
"5320","123","","3","Study or don't study, also doesn't make a difference"
"5321","CS1231","","3","Study or don't study, also doesn't make a difference"
"5322","PC1432","","2","Study or don't study, also doesn't make a difference"
"5323","Hello","","1","should @Hirano_U study"
"5324","What should I study today?","","1","Study or don't study, also doesn't make a difference"
"5325","should @Hirano_U study","","1","Study or don't study, also doesn't make a difference"
"5326","Hello","","1","should @Macchazuki go Uni visit?"
"5327","Hello","","1","Go or don't go also won't make a difference"
"5328","O chin chin suki suki","","3","Go or don't go also won't make a difference"
"5329","should i go discord","","2","Go or don't go also won't make a difference"
"5330","Gay shit","","1","Go or don't go also won't make a difference"
"5331","should @Macchazuki go Uni visit?","","1","Go or don't go also won't make a difference"
"5332","Hello","","1","should @Macchazuki go for Jump Rope Tournament"
"5333","Hello","","2","Cannot, got PC1432 exam the week after"
"5334","O chin chin suki suki","","3","Cannot, got PC1432 exam the week after"
"5335","should i go discord","","2","Cannot, got PC1432 exam the week after"
"5336","Gay shit","","1","Cannot, got PC1432 exam the week after"
"5337","should @Macchazuki go Uni visit?","","1","Cannot, got PC1432 exam the week after"
"5338","should @Macchazuki go for Jump Rope Tournament","","1","Cannot, got PC1432 exam the week after"
"5339","'; drop table responses;","","1","Login name: wilson In real life: ???"
"5340","O chin chin ga daisuki nandayo","","1","Login name: wilson In real life: ???"
"5341","O chin chin suki suki","","2","Login name: wilson In real life: ???"
"5342","Wilson","","1","Login name: wilson In real life: ???"
"5343","' or wilson","","1","Login name: wilson In real life: ???"
"5344","finger wilson","","1","Login name: wilson In real life: ???"
"5345","'; drop table responses;","","5","Burj Khalifa"
"5346","Burj Khalifa","","4","What happened to Wilson’s dick"
"5347","Burj Khalifa","","3","Microsoft"
"5348","Burj Khalifa","","2","Tell Arjo to fap"
"5349","Burj Khalifa","","3","Tell Gabriel to fap"
"5350","Tell Gabriel to fap","","1","Oi remove this shit, the mention damn irritating"
"5351","Gabriel’s usefulness in society","","1","Marciuk"
"5352","Julian’s lover","","1","Yeah ace to care for Gabriel"
"5353","Julian’s lover","","9","Suck my dick"
"5354","Julian’s lover","","2","Teach ace to care for Gabriel"
"5355","Julian’s lover","","1","Pepe"
"5356","Julian’s lover","","1","What time is ITV"
"5357","Julian’s lover","","1","What day is it?"
"5358","Julian’s lover","","1","Valentine’s Day"
"5359","Julian’s lover","","2","Catgirl"
"5360","Julian’s lover","","1","Neko"
"5361","Julian’s lover","","7","Weeb music"
"5362","Julian’s lover","","6","Food ranger"
"5363","Julian’s lover","","2","Hello Chin Chin"
"5364","Julian’s lover","","6","Thanks"
"5365","Julian’s lover","","1","Bye"
"5366","Julian’s lover","","1","Suck my dick la"
"5367","Julian’s lover","","1","Go teach ace how to care for Gabriel"
"5368","Julian’s lover","","1","Now give me neko"
"5369","Julian’s lover","","3","Good boy"
"5370","Julian’s lover","","1","Now I have something to fap with"
"5371","Julian’s lover","","1","Anything can be fap material ð"
"5372","Ore wa?","","3","Anything can be fap material ð"
"5373","O chin chin ga daisuki nandayo","","3","Anything can be fap material ð"
"5374","name","","4","Anything can be fap material ð"
"5375","Who are you?","","3","Anything can be fap material ð"
"5376","Who is Julian","","3","Anything can be fap material ð"
"5377","What does Justin like to eat?","","3","Anything can be fap material ð"
"5378","magical thing ","","2","Anything can be fap material ð"
"5379","Magical thing","","1","Anything can be fap material ð"
"5380","Now I have something to fap with","","1","Anything can be fap material ð"
"5381","Julian’s lover","","2","Give me neko"
"5382","Julian’s lover","","1","Sze Chuan hot pot"
"5383","Julian’s lover","","2","Suck my black cock"
"5384","Julian’s lover","","1","Ill lick your black hairy saggy balls"
"5385","O chin chin suki suki","","2","Ill lick your black hairy saggy balls"
"5386","Sumimaesen","","4","Ill lick your black hairy saggy balls"
"5387","Suck my deek","","2","Ill lick your black hairy saggy balls"
"5388","Who are you?","","1","Ill lick your black hairy saggy balls"
"5389","Suck my dick la","","1","Ill lick your black hairy saggy balls"
"5390","Suck my black cock","","1","Ill lick your black hairy saggy balls"
"5391","Julian’s lover","","4","Good morning"
"5392","Julian’s lover","","49","Hello"
"5393","Hello","","1","Goodnight l"
"5394","Hello","","2","Goodnight"
"5395","Hello","","1","Oyasumi~ :3"
"5396","O chin chin ga daisuki nandayo","","3","Oyasumi~ :3"
"5397","Good Morning","","2","Oyasumi~ :3"
"5398","Morning","","1","Oyasumi~ :3"
"5399","Goodnight","","1","Oyasumi~ :3"
"5400","Hello","","3","Eat pumpkin"
"5401","Hello","","1","Burj"
"5402","Hello","","1","Long long int"
"5403","Ore wa?","","2","Long long int"
"5404","Arjo","","1","Long long int"
"5405","Burj","","1","Long long int"
"5406","Hello","","2","What are you?"
"5407","Hello","","2","Who is Matthew?"
"5408","Hello","","1","My least favorite Indonesian"
"5409","He’s a cute guy","","2","My least favorite Indonesian"
"5410","O chin chin ga daisuki nandayo","","2","My least favorite Indonesian"
"5411","name","","3","My least favorite Indonesian"
"5412","Who are you?","","2","My least favorite Indonesian"
"5413","Who is Julian","","2","My least favorite Indonesian"
"5414","Who is sam?","","2","My least favorite Indonesian"
"5415","Who is Matthew?","","1","My least favorite Indonesian"
"5416","Hello","","2","You a hoe"
"5417","Hello","","1","Yes I am, what you gonna do"
"5418","He is a cute crossdresser","","5","Yes I am, what you gonna do"
"5419","C++","","4","Yes I am, what you gonna do"
"5420","Do you have one","","3","Yes I am, what you gonna do"
"5421","Something you dont have","","2","Yes I am, what you gonna do"
"5422","Gabriel","","1","Yes I am, what you gonna do"
"5423","You a hoe","","1","Yes I am, what you gonna do"
"5424","Hello","","4","Hey Chin Chin"
"5425","Hello","","1","Tell Aaryam to fap"
"5426","Hello","","1","Tell Julian to fap"
"5427","Hello","","1","Tell Justin to fap"
"5428","Hello","","1","Give me neko"
"5429","Hello","","1","No I want a real neko"
"5430","Do you want a friend","","6","Fuck you"
"5431","No I want a real neko","","6","Fuck you"
"5432","Hello","","1","sort bracket"
"5433","Hello","","1","chin chin teach me something"
"5434","Hello","","1","you want to learn how to suck a dick? Ask him over there"
"5435","Gabriel","","2","you want to learn how to suck a dick? Ask him over there"
"5436","riddle me this ","","2","you want to learn how to suck a dick? Ask him over there"
"5437","O chin chin ga daisuki nandayo","","3","you want to learn how to suck a dick? Ask him over there"
